erc,title,description,topic,topic_secondary,topic_confidence,topic_other,status,type,category,created,last_call_deadline,withdrawal_reason,author,authors_normalized,requires,required_by,referenced_ercs,in_degree,out_degree,pagerank,dependency_depth,has_security_considerations,has_test_cases,has_reference_impl,spec_word_count,section_count,discussions_to,one_line_summary,notes
7518,Dynamic Compliant Interop Security Token,Security token framework with semi-fungible partitions for dynamic regulatory compliance management and cross-chain interoperability,rwa,tokens-fungible,high,,Review,Standards Track,ERC,2023-09-14,,,"Abhinav (@abhinav-d3v) <abhinav@zoniqx.com>, Prithvish Baidya (@d4mr) <pbaidya@zoniqx.com>, Rajat Kumar (@rajatwasan) <rwasan@zoniqx.com>, Prasanth Kalangi <pkalangi@zoniqx.com>",Abhinav (@abhinav-d3v) <abhinav@zoniqx.com>;Prithvish Baidya (@d4mr) <pbaidya@zoniqx.com>;Rajat Kumar (@rajatwasan) <rwasan@zoniqx.com>;Prasanth Kalangi <pkalangi@zoniqx.com>,165;1155,,165;1155;3643;3525;6909,0,2,0.00094087,2,True,False,False,5188,43,https://ethereum-magicians.org/t/eip-7518-dynamic-compliant-interop-security-token-dycist/15822,"Security token framework with partitions, dynamic compliance, and voucher-based transfer controls.","Extends ERC-1155 with partitions for granular compliance management. Includes token locking, forced transfers, address freezing, payouts. Supports interoperability via wrapping."
7521,General Intents for Smart Contract Wallets,"A generalized intent specification for smart contract wallets, allowing authorization of current and future intent structures at sign time",account-abstraction,,high,,Draft,Standards Track,ERC,2023-09-19,,,"Stephen Monn (@pixelcircuits), Bikem Bengisu (@supiket)",Stephen Monn (@pixelcircuits);Bikem Bengisu (@supiket),,,4337,0,0,0.00094087,0,True,False,True,2978,24,https://ethereum-magicians.org/t/erc-7521-generalized-intents-for-smart-contract-wallets/15840,Generalized intent framework for smart wallets enabling future-proof flexible intent standards.,Entry-point contract for intent execution. Decouples verification from intent handling. MEV searchers (solvers) build IntentSolutions. Supports embedded standard optimizations.
7522,OIDC ZK Verifier for AA Account,A ERC-4337 compatible OIDC ZK Verifier,account-abstraction,security-permissions,high,,Draft,Standards Track,ERC,2023-09-20,,,"Shu Dong (@dongshu2013) <shu@hexlink.io>, Yudao Yan <dean@dauth.network>, Song Z <s@misfit.id>, Kai Chen <kai@dauth.network>",Shu Dong (@dongshu2013) <shu@hexlink.io>;Yudao Yan <dean@dauth.network>;Song Z <s@misfit.id>;Kai Chen <kai@dauth.network>,4337,,4337,0,1,0.00094087,1,True,False,False,1023,9,https://ethereum-magicians.org/t/eip-7522-oidc-zk-verifier/15862,ERC-4337 compatible OIDC ZK verifier enabling social login for smart accounts.,Links OIDC identity to ERC-4337 accounts via ZK proofs. Avoids MPC centralization. Supports aggregated proofs for multiple operations.
7524,PLUME Signature in Wallets,"A new signature scheme for Ethereum keypairs that allows for ""nullifiers"" to enable unique anonymity and zk voting.",security-permissions,,high,,Draft,Standards Track,ERC,2023-09-24,,,"Yush G (@Divide-By-0) <aayushg@mit.edu>, Kobi Gurkan (@kobigurk), Richard Liu (@rrrliu), Vivek Bhupatiraju (@vb7401), Barry Whitehat (@barryWhiteHat)",Yush G (@Divide-By-0) <aayushg@mit.edu>;Kobi Gurkan (@kobigurk);Richard Liu (@rrrliu);Vivek Bhupatiraju (@vb7401);Barry Whitehat (@barryWhiteHat),,,,0,0,0.00094087,0,True,False,False,2530,17,https://ethereum-magicians.org/t/erc-7524-plume-signature-in-wallets/15902,PLUME deterministic signature scheme producing verifiable nullifiers for anonymous uniqueness.,"Verifiably deterministic ECDSA-based signatures enabling nullifiers without exporting private keys. Supports ZK voting, sybil resistance, pseudonymous airdrop uniqueness."
7527,Token Bound Function Oracle AMM,Interfaces that wrap FT to NFT and unwrap NFT to FT based on an embedded Function Oracle AMM,nft,defi,high,,Draft,Standards Track,ERC,2023-09-03,,,"Elaine Zhang (@lanyinzly) <lz8aj@virginia.edu>, Jerry <jerrymindflow@gmail.com>, Amandafanny <amandafanny200@gmail.com>, Shouhao Wong (@wangshouh) <wongshouhao@outlook.com>, 0xPoet <0xpoets@gmail.com>",Elaine Zhang (@lanyinzly) <lz8aj@virginia.edu>;Jerry <jerrymindflow@gmail.com>;Amandafanny <amandafanny200@gmail.com>;Shouhao Wong (@wangshouh) <wongshouhao@outlook.com>;0xPoet <0xpoets@gmail.com>,165;721,,165;721;20;5679,0,2,0.00094087,2,True,False,True,2957,24,https://ethereum-magicians.org/t/eip-7527-token-bound-function-oracle-amm-contract/15950,Wrap/unwrap ERC-20 or ETH to/from ERC-721 with embedded Function Oracle AMM pricing.,Agency/App architecture with FOAMM pricing. Supports custom wrap/unwrap fees. Enables liquidity via internal mint/burn rather than external LPs.
7528,ETH (Native Asset) Address Convention,An address placeholder for ETH when used in the same context as an ERC-20 token.,infrastructure-meta,tokens-fungible,high,,Final,Standards Track,ERC,2023-10-03,,,Joey Santoro (@joeysantoro),Joey Santoro (@joeysantoro),20;55;4626,7535;7726,20;55;4626,2,3,0.0020072,3,True,False,False,535,8,https://ethereum-magicians.org/t/eip-7808-eth-native-asset-address-convention/15989,Address convention for representing ETH in ERC-20 token contexts using 0xeeee...eeee.,Complements ERC-4626 and ERC-20 by standardizing ETH representation; used extensively by liquid staking protocols.
7529,Contract Discovery and eTLD+1 Association,"Leveraging TXT Records to discover, verify and associate a smart contract with the owner of a DNS domain.",reputation-identity,infrastructure-meta,high,,Draft,Standards Track,ERC,2023-09-30,,,"Todd Chapman (@tthebc01), Charlie Sibbach <charlie@cwsoftware.com>, Sean Sing (@seansing)",Todd Chapman (@tthebc01);Charlie Sibbach <charlie@cwsoftware.com>;Sean Sing (@seansing),1191,,1191,0,1,0.00094087,2,True,False,True,1883,12,https://ethereum-magicians.org/t/add-eip-dns-over-https-for-contract-discovery-and-etld-1-association/15996,Discover and verify smart contracts via DNS TXT records with eTLD+1 domain association.,Enables off-chain verification of smart contract ownership using DoH; useful for anti-spoofing and contract discoverability.
7531,Staked ERC-721 Ownership Recognition,Recognizing NFT ownership when staked into other contracts.,nft,security-permissions,high,,Review,Standards Track,ERC,2023-10-01,,,Francesco Sullo (@sullof),Francesco Sullo (@sullof),165;721,,165;721,0,2,0.00094087,2,True,False,False,1712,17,https://ethereum-magicians.org/t/eip-7531-resolving-staked-erc-721-ownership-recognition/15967,Recognize NFT ownership when staked in pools via RightsHolderChange events.,Solves legacy NFT staking challenges by tracking actual owners separately from technical holders; supports flexible rights types.
7533,Public Cross Port,Help bridges to connect all EVM chains,infrastructure-meta,,high,,Draft,Standards Track,ERC,2023-10-11,,,"George (@JXRow), Zisu (@lazy1523)",George (@JXRow);Zisu (@lazy1523),,,,0,0,0.00094087,0,True,False,True,2868,17,https://ethereum-magicians.org/t/connect-all-l2s/15534,Public Cross Port for connecting EVM chains via pull-based cross-chain messaging with MerkleTree packing.,Reduces cross-chain bridges from O(n^2) to O(n); enables redundant bridge verification for enhanced security.
7535,Native Asset ERC-4626 Tokenized Vault,ERC-4626 Tokenized Vaults with Ether (Native Asset) as the underlying asset,defi,tokens-fungible,high,,Final,Standards Track,ERC,2023-10-12,,,Joey Santoro (@joeysantoro),Joey Santoro (@joeysantoro),20;4626;7528,,20;4626;7528,0,3,0.00094087,4,True,False,False,915,19,https://ethereum-magicians.org/t/eip-7535-eth-native-asset-tokenized-vault/16068,ERC-4626 tokenized vaults with native ETH as underlying asset instead of ERC-20.,Extends ERC-4626 specifically for ETH and native assets; primary use case is liquid staking tokens.
7538,Multiplicative Tokens,Incorporates a multiplier field to ERC-20 and ERC-1155 for fractional token values,tokens-fungible,nft,medium,,Draft,Standards Track,ERC,2023-10-18,,,Gavin John (@Pandapip1),Gavin John (@Pandapip1),20;1046;1155,,20;1046;1155,0,3,0.00094087,3,True,False,False,335,7,https://ethereum-magicians.org/t/multiplicative-tokens/16149,Add multiplier field to ERC-20 and ERC-1155 metadata for fractional token display.,Enables fractional/deflation mechanisms without standard decimals; uses ERC-1046 tokenURI for metadata.
7540,Asynchronous ERC-4626 Tokenized Vaults,Extension of ERC-4626 with asynchronous deposit and redemption support,defi,security-permissions,high,,Final,Standards Track,ERC,2023-10-18,,,"Jeroen Offerijns (@hieronx), Alina Sinelnikova (@ilinzweilin), Vikram Arun (@vikramarun), Joey Santoro (@joeysantoro), Farhaan Ali (@0xfarhaan), João Martins (@0xTimepunk)",Jeroen Offerijns (@hieronx);Alina Sinelnikova (@ilinzweilin);Vikram Arun (@vikramarun);Joey Santoro (@joeysantoro);Farhaan Ali (@0xfarhaan);João Martins (@0xTimepunk),20;165;4626;7575,7887;8113;8161,20;165;4626;7575,3,4,0.00214049,4,True,False,True,3802,40,https://ethereum-magicians.org/t/eip-7540-asynchronous-erc-4626-tokenized-vaults/16153,Async deposit/redemption requests for ERC-4626 vaults with pending/claimable/claimed states.,"Extends ERC-4626 for async vaults (LSTs, RWA protocols); operators can manage requests on behalf of controllers."
7546,Upgradeable Clone for Scalable Contracts,"An upgradeable, cloneable, horizontally extensible proxy pattern.",infrastructure-meta,security-permissions,high,,Draft,Standards Track,ERC,2023-10-25,,,"Shogo Ochiai (@shogochiai) <shogo.ochiai@pm.me>, Kai Hiroi (@KaiHiroi) <kai.hiroi@pm.me>",Shogo Ochiai (@shogochiai) <shogo.ochiai@pm.me>;Kai Hiroi (@KaiHiroi) <kai.hiroi@pm.me>,165;1967;7201,,165;1967;7201,0,3,0.00094087,1,True,False,True,1977,30,https://ethereum-magicians.org/t/eip-7546-upgradeable-clone/16256,Upgradeable Clone pattern combining function-level upgradeability with factory cloneability.,Separates Dictionary from Proxy for factory-friendly simultaneous upgrades; addresses ERC-2535 limitations.
7548,Open IP Protocol built on NFTs,"A protocol that enables users to remix NFTs and generate new NFT derivative works, while their relationships can be traced on chain.",nft,,high,,Draft,Standards Track,ERC,2023-10-31,,,"Combo <combo@1combo.io>, Saitama (@saitama2009), CT29 <CT29@1combo.io>, Luigi <luigi@1combo.io>",Combo <combo@1combo.io>;Saitama (@saitama2009);CT29 <CT29@1combo.io>;Luigi <luigi@1combo.io>,165;721,,165;721;1155,0,2,0.00094087,2,True,False,False,1207,10,https://ethereum-magicians.org/t/draft-open-ip-protocol/16373,Protocol for remixing NFTs to create derivative works with traceable relationships on-chain.,"Extends ERC-721 with remix, license, and network modules; tracks IP lineage through singleton network module."
7555,Single Sign-On for Account Discovery,Discover accounts using a signing key that do not use the secp256k1 curve.,account-abstraction,reputation-identity,high,,Draft,Standards Track,ERC,2023-11-10,,,"Alexander Müller (@alexmmueller), Gregory Markou (@GregTheGreek), Willem Olding (@Wollum), Belma Gutlic (@morrigan), Marin Petrunić (@mpetrunic), Pedro Gomes (@pedrouid)",Alexander Müller (@alexmmueller);Gregory Markou (@GregTheGreek);Willem Olding (@Wollum);Belma Gutlic (@morrigan);Marin Petrunić (@mpetrunic);Pedro Gomes (@pedrouid),4337,,4337,0,1,0.00094087,1,True,False,True,1362,27,https://ethereum-magicians.org/t/erc-7555-single-sign-on-for-account-discovery/16536,"Single sign-on for discovering accounts using non-secp256k1 signing keys (passkeys, etc).",Solves account fragmentation for ERC-4337 with alternative signers; redirect-based SSO pattern for key discovery.
7561,"Simple NFT, Simplified ERC-721","Designed for contract wallet, removes safeTransferFrom, approve, setApprovalForAll, getApproved, isApprovedForAll functions from ERC-721",nft,,high,,Draft,Standards Track,ERC,2023-10-29,,,"Xiang (@wenzhenxiang), Ben77 (@ben2077), Mingshi S. (@newnewsms)",Xiang (@wenzhenxiang);Ben77 (@ben2077);Mingshi S. (@newnewsms),721,,721,0,1,0.00094087,2,True,False,True,783,8,https://ethereum-magicians.org/t/erc-7561-simple-nft/16695,Simplified ERC-721 for smart contract wallets; removes approve/safeTransferFrom functions.,Forward-compatible simplification designed for contract wallets; shifts approval to wallet level instead of NFT contract.
7562,Account Abstraction Validation Scope Rules,A set of limitations on validation EVM code to protect Account Abstraction nodes from denial-of-service attacks through unpaid computation.,account-abstraction,security-permissions,high,,Draft,Standards Track,ERC,2023-09-01,,,"Yoav Weiss (@yoavw), Dror Tirosh (@drortirosh), Alex Forshtat (@forshtat), Shahaf Nacson (@shahafn)",Yoav Weiss (@yoavw);Dror Tirosh (@drortirosh);Alex Forshtat (@forshtat);Shahaf Nacson (@shahafn),,7766;7769,4337,2,0,0.00174062,0,True,False,False,4859,34,https://ethereum-magicians.org/t/erc-7562-account-abstraction-validation-scope-rules/16683,Validation scope rules for ERC-4337 account abstraction to prevent DoS via unpaid computation.,"Defines opcode restrictions, storage isolation, reputation system for bundlers; critical mempool security rules."
7564,Contract wallet management NFT,"Focuses on NFT management within smart contract wallets, offering enhanced transaction flexibility and security",account-abstraction,nft,high,,Draft,Standards Track,ERC,2023-11-21,,,"Xiang (@wenzhenxiang), Ben77 (@ben2077), Mingshi S. (@newnewsms)",Xiang (@wenzhenxiang);Ben77 (@ben2077);Mingshi S. (@newnewsms),165,,165;4337,0,1,0.00094087,1,True,False,False,1220,7,https://ethereum-magicians.org/t/erc-draft-contract-wallet-management-nft/16702,Smart contract wallet interface for managing NFT approvals and transfers with granular controls.,Shifts NFT approval control to wallet level with support for batch operations and custom hooks.
7565,Perpetual Contract NFTs as Collateral,"Lock financial assets as NFTs and use them as collateral for borrowing funds in DeFi, facilitating liquidity provision.",defi,nft,high,,Draft,Standards Track,ERC,2023-11-27,,,"Hyoungsung Kim (@HyoungsungKim) <hyougnsung@keti.re.kr>, Yong-Suk Park <yspark@keti.re.kr>, Hyun-Sik Kim <hskim@keti.re.kr>",Hyoungsung Kim (@HyoungsungKim) <hyougnsung@keti.re.kr>;Yong-Suk Park <yspark@keti.re.kr>;Hyun-Sik Kim <hskim@keti.re.kr>,721;4907,,721;4907,0,2,0.00094087,3,True,True,True,2150,21,https://ethereum-magicians.org/t/erc-7565-proposal-perpetual-contract-nft-for-defi-composability/16790,Perpetual contract NFTs representing locked assets that can be collateralized for loans.,Enables DeFi composability by allowing LP/staking NFTs to be used as collateral; integrates with ERC-4907.
7566,Multiplayer Game Communication,A communication channel that facilitates interaction between players in on-chain games.,other,,high,On-chain multiplayer game communication,Draft,Standards Track,ERC,2023-11-28,,,Rickey (@HelloRickey),Rickey (@HelloRickey),,,,0,0,0.00094087,0,True,False,True,1142,15,https://ethereum-magicians.org/t/erc-proposal-multiplayer-onchain-game/16796,Multiplayer game communication protocol using rooms for player grouping and messages for game actions.,Room-based architecture with message relay; designed for turn-based/strategy on-chain games rather than real-time.
7572,Contract-level metadata via `contractURI()`,Specifying and updating contract-level metadata,infrastructure-meta,,high,,Draft,Standards Track,ERC,2023-12-06,,,"Devin Finzer (@dfinzer), Alex Atallah (@alexanderatallah), Ryan Ghods (@ryanio)",Devin Finzer (@dfinzer);Alex Atallah (@alexanderatallah);Ryan Ghods (@ryanio),,8041,721,1,0,0.00120746,0,True,False,True,596,9,https://ethereum-magicians.org/t/erc-contract-level-metadata-via-contracturi/17157,Standard interface for contract-level metadata via contractURI() function.,Provides contract-level metadata discovery mechanism for dapps and indexers; enables rich information display without manual per-dapp configuration.
